id,province,city,county,town,village
110102010026,北京市,市辖区,西城区,德胜街道,黄寺大街西社区居委会
110102010029,北京市,市辖区,西城区,德胜街道,双旗杆社区居委会
110102010031,北京市,市辖区,西城区,德胜街道,北广社区居委会
110102010033,北京市,市辖区,西城区,德胜街道,黄寺大街24号社区居委会
110102010036,北京市,市辖区,西城区,德胜街道,裕中西里社区居委会
110102010038,北京市,市辖区,西城区,德胜街道,裕中东里社区居委会
110102010039,北京市,市辖区,西城区,德胜街道,阳光丽景社区居委会
110102010043,北京市,市辖区,西城区,德胜街道,德外大街东社区居委会
110102010044,北京市,市辖区,西城区,德胜街道,六铺炕北小街社区居委会
110102010045,北京市,市辖区,西城区,德胜街道,六铺炕南小街居委会
110102011001,北京市,市辖区,西城区,金融街街道,京畿道社区居委会
110102011003,北京市,市辖区,西城区,金融街街道,西太平街社区居委会
110102011004,北京市,市辖区,西城区,金融街街道,二龙路社区居委会
110102011005,北京市,市辖区,西城区,金融街街道,东太平街社区居委会
110102011007,北京市,市辖区,西城区,金融街街道,温家街社区居委会
110102011008,北京市,市辖区,西城区,金融街街道,受水河社区居委会
110102011009,北京市,市辖区,西城区,金融街街道,文昌社区居委会
110102011010,北京市,市辖区,西城区,金融街街道,手帕社区居委会
110102011011,北京市,市辖区,西城区,金融街街道,新文化街社区居委会
110102011012,北京市,市辖区,西城区,金融街街道,新华社社区居委会
110102011013,北京市,市辖区,西城区,金融街街道,中央音乐学院社区居委会
110102011014,北京市,市辖区,西城区,金融街街道,教育部社区居委会
110102011015,北京市,市辖区,西城区,金融街街道,民康社区居委会
110102011018,北京市,市辖区,西城区,金融街街道,丰汇园社区居委会
110102011019,北京市,市辖区,西城区,金融街街道,宏汇园社区居委会
110102011020,北京市,市辖区,西城区,金融街街道,丰融园社区居委会
110102011021,北京市,市辖区,西城区,金融街街道,丰盛社区居委会
110102011022,北京市,市辖区,西城区,金融街街道,大院社区居委会
110102011023,北京市,市辖区,西城区,金融街街道,砖塔社区居委会
110102011024,北京市,市辖区,西城区,金融街街道,华嘉社区居委会
110102012001,北京市,市辖区,西城区,什刹海街道,西四北社区居委会
110102012004,北京市,市辖区,西城区,什刹海街道,西什库社区居委会
110102012005,北京市,市辖区,西城区,什刹海街道,爱民街社区居委会
110102012006,北京市,市辖区,西城区,什刹海街道,大红罗社区居委会
110102012007,北京市,市辖区,西城区,什刹海街道,西巷社区居委会
110102012008,北京市,市辖区,西城区,什刹海街道,护国寺社区居委会
110102012011,北京市,市辖区,西城区,什刹海街道,前铁社区居委会
110102012012,北京市,市辖区,西城区,什刹海街道,柳荫街社区居委会
110102012014,北京市,市辖区,西城区,什刹海街道,兴华社区居委会
110102012015,北京市,市辖区,西城区,什刹海街道,松树街社区居委会
110102012018,北京市,市辖区,西城区,什刹海街道,白米社区居委会
110102012019,北京市,市辖区,西城区,什刹海街道,景山社区居委会
110102012020,北京市,市辖区,西城区,什刹海街道,米粮库社区居委会
110102012022,北京市,市辖区,西城区,什刹海街道,旧鼓楼社区居委会
110102012023,北京市,市辖区,西城区,什刹海街道,双寺社区居委会
